Date,User,Message
2023-03-23 21:24:27,"Yeon","그 공허하고"
2023-03-23 21:24:31,"Yeon","어쩌구한 사람들?"
2023-03-23 21:24:34,"뿌까","카카오톡 오픈채팅을 시작해 보세요.
링크를 선택하면 카카오톡이 실행됩니다.

무기력하고 공허한 성인들
https://open.kakao.com/o/gEdo1vTe"
2023-03-23 21:24:35,"뿌까","ㅇㅇ"
2023-03-23 21:24:36,"뿌까","ㅋㅋㅋㅋ"
2023-03-23 21:24:38,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:24:41,"Yeon","ㅋㅋㅋㅋ"
2023-03-23 21:24:50,"Yeon","난 역시 좀 힘듦"
2023-03-23 21:24:57,"Yeon","멀티가 안되나봐"
2023-03-23 21:25:39,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:25:41,"원상이","민정이"
2023-03-23 21:25:42,"원상이","지금 저방에서"
2023-03-23 21:25:45,"원상이","춘식이 홍보중"
2023-03-23 21:26:58,"원상이","진짜 이제"
2023-03-23 21:27:02,"원상이","밥 먹고"
2023-03-23 21:27:04,"원상이","청소하고 공부한다"
2023-03-23 21:27:06,"원상이","안하면 진배임"
2023-03-23 21:27:24,"유지수","아 배불러"
2023-03-23 21:27:26,"유지수","국밥 다머금"
2023-03-23 21:27:33,"원상이","ㅅㅅ"
2023-03-23 21:27:37,"유지수","오늘은 좀 맛업네오 아줌마 ㅡㅡ"
2023-03-23 21:28:17,"뿌까","다들"
2023-03-23 21:28:19,"뿌까","춘식이에"
2023-03-23 21:28:21,"뿌까","대꾸도 안 해줌"
2023-03-23 21:28:21,"뿌까","ㅅㅂ"
2023-03-23 21:28:27,"뿌까","라포 쌓기 귀찮은데"
2023-03-23 21:28:35,"뿌까","응 진배"
2023-03-23 21:30:09,"원상이","ㅗ"
2023-03-23 21:30:20,"뿌까","지월이"
2023-03-23 21:30:24,"뿌까","컴 놓는거"
2023-03-23 21:30:25,"뿌까","조언중"
2023-03-23 21:30:55,"Yeon","여에스더가"
2023-03-23 21:31:03,"Yeon"," 엄청난 우울증이 있어서 "
2023-03-23 21:31:09,"Yeon","방송 아니면 그냥 누워만 있는데"
2023-03-23 21:31:13,"뿌까","ㅇㅇ"
2023-03-23 21:31:14,"뿌까","헉"
2023-03-23 21:31:19,"뿌까","사업해서 돈 존나 벌던데"
2023-03-23 21:31:22,"Yeon","사진 6장"
2023-03-23 21:31:33,"Yeon","우울 집안 내력이라 집에서 누워만 있고"
2023-03-23 21:31:40,"Yeon","여동생도 ㅈㅅ했대"
2023-03-23 21:31:43,"뿌까","헉..... "
2023-03-23 21:31:48,"뿌까","난 진짜 사랑받고 큰줄 알앗음"
2023-03-23 21:31:51,"뿌까","아무문제도 없고"
2023-03-23 21:33:24,"Yeon","에스케타민 "
2023-03-23 21:33:32,"Yeon"," 처방받으려면 일주일에 칠백이나"
2023-03-23 21:33:35,"뿌까","뭔가 존경 스럽다"
2023-03-23 21:33:38,"뿌까","처음 들어봄"
2023-03-23 21:33:43,"Yeon","드네 ..."
2023-03-23 21:33:58,"뿌까","샵검색: #에스케타민"
2023-03-23 21:34:03,"Yeon","원래는 동물병원에서 쓰는건데 ㅋㅋㅋㅋ"
2023-03-23 21:34:10,"뿌까","동물 뭐씀? "
2023-03-23 21:34:16,"Yeon","에스케타민 말고 "
2023-03-23 21:34:23,"원상이","오 케타민"
2023-03-23 21:34:24,"Yeon","케타민이 동물들"
2023-03-23 21:34:31,"Yeon","마취 해도 날뛰고 허부적 거리는걸"
2023-03-23 21:34:34,"뿌까","헉"
2023-03-23 21:34:51,"뿌까","자살하고 싶다는 생각을 마비시키는건가"
2023-03-23 21:34:56,"Yeon"," 그냥 인지자채를 해리시키는거같음"
2023-03-23 21:35:00,"뿌까","ㄷ ㄷ ㄷ "
2023-03-23 21:35:03,"원상이","저거"
2023-03-23 21:35:05,"원상이","환각 보임"
2023-03-23 21:35:09,"Yeon"," 동서남북이라는 개념이 녹음 일시적으로"
2023-03-23 21:35:10,"뿌까","해봄? "
2023-03-23 21:35:13,"원상이","성형외과에서 마취할때"
2023-03-23 21:35:14,"원상이","저거씀"
2023-03-23 21:35:16,"원상이","보통"
2023-03-23 21:35:21,"원상이","그냥 케타민"
2023-03-23 21:35:30,"원상이","동물병원이랑"
2023-03-23 21:35:35,"원상이","성형외과에서 쓰는 느낌"
2023-03-23 21:35:38,"뿌까","ㅇㅎ"
2023-03-23 21:35:42,"뿌까","저 방 ㅈㄴ 재미없당"
2023-03-23 21:35:46,"원상이","ㅇㅇ 저방"
2023-03-23 21:35:51,"원상이","방장들 지들 얘기만 함"
2023-03-23 21:35:52,"뿌까","개 틀딱 병신들만 잇음"
2023-03-23 21:36:00,"뿌까","내가 개조할거야"
2023-03-23 21:36:21,"Yeon","두피 전기 치료가 기억 잃는 부작용이 있구나"
2023-03-23 21:36:25,"원상이","케타민 햇을때"
2023-03-23 21:36:31,"원상이","시각적으로 환각 보고"
2023-03-23 21:36:34,"Yeon","쇼닥터의 공허한 내면을 엿본거같음"
2023-03-23 21:36:36,"원상이","자아감이 희미해졌음"
2023-03-23 21:36:50,"Yeon","이경제 한의사도 주폭 ㅈㄴ 할거갘은
관상인데"
2023-03-23 21:36:56,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ"
2023-03-23 21:36:57,"원상이","이경제"
2023-03-23 21:37:02,"원상이","룸다닐거같음"
2023-03-23 21:37:09,"Yeon","룸살 술살"
2023-03-23 21:37:26,"뿌까","이경제"
2023-03-23 21:37:29,"뿌까","ㅈㄴ 별루던데"
2023-03-23 21:37:40,"뿌까","꾼  썰을 들엇는데"
2023-03-23 21:37:42,"뿌까","기억ㅇ 안 남"
2023-03-23 21:37:45,"뿌까","꾼이엇삼"
2023-03-23 21:37:51,"Yeon"," 유명한게"
2023-03-23 21:37:53,"원상이","그"
2023-03-23 21:37:54,"Yeon","오링테스트인가"
2023-03-23 21:37:57,"뿌까","ㅇㅇ"
2023-03-23 21:37:57,"원상이","먹을거 어디 올려두고"
2023-03-23 21:38:00,"원상이","팔 떨어지는거"
2023-03-23 21:38:01,"원상이","ㅇㅇ"
2023-03-23 21:38:07,"뿌까","그거 개구라임? "
2023-03-23 21:38:10,"원상이","그걸로 음식이 맞는지 아닌지"
2023-03-23 21:38:11,"뿌까","난 한약 "
2023-03-23 21:38:14,"원상이","당연 개구라지 ㅋㅋ"
2023-03-23 21:38:17,"Yeon","ㅋㅋㄹㅇ"
2023-03-23 21:38:18,"Yeon","구라임"
2023-03-23 21:38:18,"뿌까","ㅂㅅ 같은 판거 들은듯"
2023-03-23 21:38:20,"뿌까","헉 그래? "
2023-03-23 21:38:28,"뿌까","왜 구라야"
2023-03-23 21:38:33,"뿌까","팔 움직이던데"
2023-03-23 21:38:38,"Yeon","애초에"
2023-03-23 21:38:40,"뿌까","이모티콘"
2023-03-23 21:38:45,"원상이","과학적으로"
2023-03-23 21:38:49,"원상이","입증이 안되는데"
2023-03-23 21:38:56,"원상이","걍 팔을 세게 안눌럿을수도 잇고"
2023-03-23 21:38:58,"Yeon","외과 내과 피부과 "
2023-03-23 21:39:06,"Yeon","안과등등 인간의 삼라만상을"
2023-03-23 21:39:09,"Yeon","5년만에 배우고"
2023-03-23 21:39:13,"Yeon","닦는다는게"
2023-03-23 21:39:16,"뿌까","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:39:18,"Yeon","조금 에바긴하지"
2023-03-23 21:39:23,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:39:34,"원상이","간호학과 1년보다"
2023-03-23 21:39:39,"원상이","한의학과 4년이"
2023-03-23 21:39:40,"Yeon","소아과 정신과 부인과산고ㅏ등등"
2023-03-23 21:39:47,"원상이","진료 더 못볼거같음"
2023-03-23 21:40:02,"Yeon","나 한의대에게"
2023-03-23 21:40:05,"Yeon","선입견잇음"
2023-03-23 21:40:24,"원상이","난 한약은"
2023-03-23 21:40:27,"원상이","머 경험적으로나"
2023-03-23 21:40:31,"원상이","과학적으로 입증된건"
2023-03-23 21:40:33,"Yeon","저번 생일에 좆광대"
2023-03-23 21:40:34,"원상이","(스테로이드)"
2023-03-23 21:40:44,"Yeon"," 다닐때 면갤 하던 한의대애가 "
2023-03-23 21:40:44,"원상이","그런가보다 하겟는데"
2023-03-23 21:40:48,"Yeon","오랫만에 연락와서 "
2023-03-23 21:41:13,"Yeon"," 프본임? 하더니 갑자기 같이 술먹자고"
2023-03-23 21:41:20,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:41:22,"원상이","작년에?"
2023-03-23 21:41:23,"Yeon","ㅇㅇ"
2023-03-23 21:41:26,"Yeon","어이없어서"
2023-03-23 21:41:29,"Yeon"," 스샷도 냄김"
2023-03-23 21:41:33,"원상이","오"
2023-03-23 21:41:34,"원상이","제발"
2023-03-23 21:41:37,"원상이","제발..."
2023-03-23 21:41:41,"원상이","찾으러갔구나"
2023-03-23 21:42:20,"뿌까","ㅋㅋㅋㅋ"
2023-03-23 21:42:24,"원상이","밥 다목음"
2023-03-23 21:42:27,"원상이","개빨리 먹엇다"
2023-03-23 21:42:29,"뿌까","닭찌찌"
2023-03-23 21:42:31,"뿌까","먹음? "
2023-03-23 21:42:33,"원상이","ㅇㅇ"
2023-03-23 21:42:39,"원상이","부드럽고 맛잇네"
2023-03-23 21:42:41,"뿌까","저녁 스킵 해야지"
2023-03-23 21:42:51,"원상이","난 안먹으면"
2023-03-23 21:42:54,"원상이","야식 먹을거같아서"
2023-03-23 21:42:55,"원상이","먹음"
2023-03-23 21:43:12,"뿌까","스껄"
2023-03-23 21:43:31,"뿌까","레데리할까"
2023-03-23 21:43:40,"뿌까","으엉 할 게임이 노무노무"
2023-03-23 21:43:41,"뿌까","많아"
2023-03-23 21:43:44,"뿌까","이모티콘"
2023-03-23 21:43:50,"원상이","스리디"
2023-03-23 21:43:52,"원상이","멀미하면서"
2023-03-23 21:43:54,"뿌까","ㅇㅇ마저"
2023-03-23 21:43:55,"원상이","부지런히 하네..."
2023-03-23 21:43:56,"뿌까","나 아까"
2023-03-23 21:43:57,"뿌까","이스
하다가"
2023-03-23 21:43:59,"뿌까","또 앙ㅎ아 누움"
2023-03-23 21:44:04,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:44:06,"뿌까","ㅈㄴ 킹받음 마크 멀미할때"
2023-03-23 21:44:07,"Yeon","사진"
2023-03-23 21:44:08,"Yeon","사진"
2023-03-23 21:44:08,"뿌까","개킹받앗음"
2023-03-23 21:44:16,"뿌까","준휘"
2023-03-23 21:44:18,"뿌까","잘생김? "
2023-03-23 21:44:28,"뿌까","왤캐"
2023-03-23 21:44:32,"뿌까","잘생긴 사람 마냥 말하냐"
2023-03-23 21:44:33,"뿌까","시발"
2023-03-23 21:44:41,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:44:43,"Yeon","몰라 존나"
2023-03-23 21:44:48,"원상이","너 생일인데 제대로 축하는 받앗냐"
2023-03-23 21:44:50,"뿌까","디시하면 병신인거야"
2023-03-23 21:44:51,"뿌까","아니면"
2023-03-23 21:44:51,"원상이","이거 말 진짜 좆같네"
2023-03-23 21:44:52,"Yeon","술집 작부가 된"
2023-03-23 21:44:53,"뿌까","쟤가"
2023-03-23 21:44:56,"뿌까","병신인거야? "
2023-03-23 21:44:56,"Yeon","기분이 들었"
2023-03-23 21:44:57,"Yeon","음"
2023-03-23 21:45:01,"Yeon","둘다"
2023-03-23 21:45:03,"Yeon","인거같음"
2023-03-23 21:45:06,"뿌까","나 디시 편견"
2023-03-23 21:45:08,"뿌까","생길거같애!!! "
2023-03-23 21:45:11,"뿌까","이모티콘"
2023-03-23 21:45:16,"뿌까","면갤이"
2023-03-23 21:45:19,"뿌까","면제갤임? "
2023-03-23 21:45:33,"Yeon","ㄷㄷㄷㄷ"
2023-03-23 21:45:34,"원상이",">> 너 생일 제대로 축하 못받앗을텐데 내가 챙겨주겟다"
2023-03-23 21:45:35,"원상이","로 들림"
2023-03-23 21:45:35,"Yeon","미연시갤"
2023-03-23 21:45:38,"Yeon","면시갤"
2023-03-23 21:45:39,"뿌까","샵검색: #면갤"
2023-03-23 21:45:42,"뿌까","와"
2023-03-23 21:45:43,"뿌까","나 처음 알음"
2023-03-23 21:45:52,"뿌까","시발 미연시갤 하는 색기가 정상일리가"
2023-03-23 21:45:54,"Yeon","ㄴㄴ쟤"
2023-03-23 21:45:54,"뿌까","ㅋㅋㅋㅋ ㅋ ㅋ ㅋ ㅋㅋㅋ"
2023-03-23 21:46:02,"Yeon","선민의식 있어"
2023-03-23 21:46:08,"뿌까","아"
2023-03-23 21:46:11,"뿌까","노무 싫다"
2023-03-23 21:46:12,"원상이","존나싫음"
2023-03-23 21:46:15,"Yeon","그래서 "
2023-03-23 21:46:21,"Yeon"," 지인인 시절에 자기"
2023-03-23 21:46:27,"Yeon"," 학과 여자애한테 고백하고싶다고"
2023-03-23 21:46:33,"Yeon"," 으음 그래 어엉.."
2023-03-23 21:46:46,"Yeon","그 여자애는 진짜 사랑 많이받고자란 티가 나고"
2023-03-23 21:47:01,"Yeon","말하는데 막 교양이 철철흐른다고 그래서 음 ..글쿤아 (어쩌라는건지"
2023-03-23 21:47:20,"원상이","되게"
2023-03-23 21:47:22,"원상이","제학이같다"
2023-03-23 21:47:31,"Yeon","준햐 너가 말하는거 너무 토쏠려서"
2023-03-23 21:47:34,"Yeon","떨마려워"
2023-03-23 21:48:04,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:48:29,"원상이","진짜 레전드들"
2023-03-23 21:48:30,"원상이","많네..."
2023-03-23 21:48:50,"Yeon","준히는 동정일까?"
2023-03-23 21:48:59,"원상이","에이 설마"
2023-03-23 21:49:02,"원상이","그래도 한의대인데..."
2023-03-23 21:49:43,"Yeon","요즘 애들이 똑똑해서"
2023-03-23 21:49:50,"Yeon","저런애들은 비위상해서"
2023-03-23 21:49:59,"Yeon"," 못 그거할듯 "
2023-03-23 21:50:28,"원상이","준휘"
2023-03-23 21:50:39,"원상이","너무 역하다"
2023-03-23 21:51:00,"Yeon","뭔가 역한 에피소드가 많앗는데"
2023-03-23 21:51:06,"Yeon","많? 다기보단 "
2023-03-23 21:51:11,"Yeon"," 아 맞아"
2023-03-23 21:51:17,"원상이","헉"
2023-03-23 21:51:29,"Yeon","샵검색: #멘마쨩"
2023-03-23 21:51:32,"Yeon","이거 보고"
2023-03-23 21:51:38,"Yeon","자기 감명깊게봣다해서"
2023-03-23 21:51:50,"Yeon"," 7번방의 선물처럼 억지감동"
2023-03-23 21:51:57,"Yeon"," 쥐어짜는 애니잖아"
2023-03-23 21:52:02,"Yeon","지금 울어랏!"
2023-03-23 21:52:05,"Yeon"," 하는"
2023-03-23 21:52:07,"원상이","안봐서 몰르겟어"
2023-03-23 21:52:14,"원상이","근데"
2023-03-23 21:52:16,"Yeon"," 하니까 먼가"
2023-03-23 21:52:22,"원상이","7번방의 선물이라니까 확"
2023-03-23 21:52:23,"원상이","와닿노"
2023-03-23 21:52:25,"Yeon"," 그뒤로 답안함"
2023-03-23 21:52:29,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:52:30,"Yeon","삐진것임"
2023-03-23 21:52:33,"뿌까","준희"
2023-03-23 21:52:34,"원상이","이건 누나가"
2023-03-23 21:52:35,"Yeon","그리고 오랫만에"
2023-03-23 21:52:35,"뿌까","소신"
2023-03-23 21:52:36,"원상이","칼 박앗네"
2023-03-23 21:52:37,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:52:37,"Yeon"," 연락와서"
2023-03-23 21:52:39,"뿌까","발언 해봄? "
2023-03-23 21:52:43,"Yeon","저런것임"
2023-03-23 21:52:46,"뿌까","발언"
2023-03-23 21:52:48,"뿌까","해도댐? "
2023-03-23 21:52:49,"원상이","ㅇㅇ"
2023-03-23 21:52:52,"뿌까","쟤 성매매 해봣을 거 같음"
2023-03-23 21:52:56,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 21:52:56,"Yeon","해도됨 어차피 "
2023-03-23 21:52:56,"뿌까","저렇게"
2023-03-23 21:52:57,"Yeon"," ㄷㄷ"
2023-03-23 21:52:58,"뿌까","여자를 좋아하고"
2023-03-23 21:52:59,"Yeon"," ㅋㅋ"
2023-03-23 21:53:03,"뿌까","권위의식에"
2023-03-23 21:53:05,"뿌까","쪄들어잇는데"
2023-03-23 21:53:10,"뿌까","안 갈 수가 없음"
2023-03-23 21:53:26,"뿌까","이모티콘"
2023-03-23 21:53:27,"Yeon","ㅠㅠㅠ"
2023-03-23 21:53:28,"원상이","준휘게이"
2023-03-23 21:53:29,"Yeon"," 룸냐"
2023-03-23 21:53:39,"뿌까","의대생들두 룸 가더라"
2023-03-23 21:53:40,"뿌까","ㅈㄴ 충격"
2023-03-23 21:53:49,"뿌까","대학생시발"
2023-03-23 21:54:06,"원상이","인사한거까진"
2023-03-23 21:54:06,"뿌까","일반 대학생보다 더 갈까"
2023-03-23 21:54:08,"원상이","그런가보다 하겠는데"
2023-03-23 21:54:12,"원상이","아니지부터"
2023-03-23 21:54:14,"원상이","너무 레전드임"
2023-03-23 21:54:23,"뿌까","강남역에서 여자관련 사기당햇대는데"
2023-03-23 21:54:27,"뿌까","룸냐랑 조폭 사기"
2023-03-23 21:54:28,"원상이","글고 머 맥주 한잔 하고싶을때"
2023-03-23 21:54:30,"뿌까","빼고 더잇겟노"
2023-03-23 21:54:36,"원상이","부르면 나오는 사람이노"
2023-03-23 21:54:40,"뿌까","동준이네"
2023-03-23 21:54:52,"Yeon","먼가"
2023-03-23 21:55:02,"Yeon","고백공격보다"
2023-03-23 21:55:04,"Yeon"," 더 다각도로"
2023-03-23 21:55:08,"Yeon","기분이 나빴음"
2023-03-23 21:55:12,"원상이","차라리 고백공격은"
2023-03-23 21:55:18,"원상이","걍 좋아하는 마음이니까"
2023-03-23 21:55:21,"뿌까","말투 구준표인줄"
2023-03-23 21:55:22,"뿌까","시발"
2023-03-23 21:55:22,"원상이","그런가보다 하겟는데"
2023-03-23 21:55:28,"원상이","술 생각난김에 연락해본건"
2023-03-23 21:55:31,"원상이","너무 짜침"
2023-03-23 21:55:33,"뿌까","ㅇㅇ"
2023-03-23 21:55:35,"뿌까","안 진지해보임"
2023-03-23 21:55:40,"뿌까","별루임"
2023-03-23 21:55:44,"뿌까"," ㅡ ㅅ ㅡ"
2023-03-23 21:55:47,"원상이","차라리 좋아하는 마음이 잇으면"
2023-03-23 21:55:47,"뿌까","이모티콘"
2023-03-23 21:55:50,"뿌까","귀엽지"
2023-03-23 21:55:54,"원상이","좀 드라이하게 약속을 잡던가 하지"
2023-03-23 21:56:00,"원상이","근데 ㅋㅋ"
2023-03-23 21:56:00,"뿌까","( 제 3자가 보기에)"
2023-03-23 21:56:04,"원상이","좋아하는 마음 생길"
2023-03-23 21:56:06,"뿌까","(본인은 힘들 수잇음) "
2023-03-23 21:56:07,"원상이","일도 없어서"
2023-03-23 21:56:16,"원상이","(맞음)"
2023-03-23 21:56:19,"뿌까","준휘"
2023-03-23 21:56:21,"뿌까","잘생김? "
2023-03-23 21:56:34,"뿌까","말투 182 75 훈훈남"
2023-03-23 21:56:38,"뿌까","양애치"
2023-03-23 21:56:39,"Yeon","조금 당황스러운게"
2023-03-23 21:56:41,"원상이","ㄹㅇ"
2023-03-23 21:56:44,"Yeon","난 쟤랑 술을 "
2023-03-23 21:56:47,"Yeon","마신적이없음"
2023-03-23 21:56:49,"뿌까","ㅠㅜ"
2023-03-23 21:56:54,"뿌까","파킨슨병 왓나봄"
2023-03-23 21:56:58,"뿌까","침 잘못 맞아서"
2023-03-23 21:56:58,"원상이","ㅜㅜㅜㅜ"
2023-03-23 21:57:00,"Yeon","나 쟤랑 "
2023-03-23 21:57:02,"원상이","녹슨 침으로"
2023-03-23 21:57:03,"Yeon","키가같음 ㅠㅠㅠ"
2023-03-23 21:57:05,"원상이","뇌에 꽂앗나"
2023-03-23 21:57:06,"원상이","헉"
2023-03-23 21:57:07,"뿌까","ㅅㅂㅋㅋㅋㅋ"
2023-03-23 21:57:07,"원상이","완전"
2023-03-23 21:57:09,"원상이","제학이네..."
2023-03-23 21:57:09,"뿌까","파상충"
2023-03-23 21:57:11,"뿌까","파상풍 "
2023-03-23 21:57:13,"뿌까","아 왜그르냐"
2023-03-23 21:57:17,"Yeon","글고 "
2023-03-23 21:57:20,"Yeon"," 까맣고"
2023-03-23 21:57:22,"Yeon","초라하게생김"
2023-03-23 21:57:25,"뿌까","배트콩"
2023-03-23 21:57:26,"뿌까","이노"
2023-03-23 21:57:28,"원상이","별명"
2023-03-23 21:57:30,"원상이","베트콩이엇을듯"
2023-03-23 21:57:35,"뿌까","백퍼 함 들어봣다"
2023-03-23 21:57:48,"원상이","누나랑 동갑임?"
2023-03-23 21:57:50,"Yeon","ㅇㅇ"
2023-03-23 21:57:52,"Yeon","동갑이야"
2023-03-23 21:59:08,"Yeon","참 내"
2023-03-23 21:59:52,"뿌까"," ㅜ ㅜ"
2023-03-23 21:59:56,"뿌까","낼 학교가기싫어"
2023-03-23 21:59:57,"뿌까","시발"
2023-03-23 22:00:03,"원상이","그래도 가야지"
2023-03-23 22:00:06,"뿌까","마자"
2023-03-23 22:00:10,"뿌까","근데
과목 하나밖에 없음"
2023-03-23 22:00:16,"원상이","하나 빠르게 듣고"
2023-03-23 22:00:20,"원상이","신촌가서"
2023-03-23 22:00:20,"Yeon","ㅇㅇ"
2023-03-23 22:00:21,"뿌까","재원샘 미팅"
2023-03-23 22:00:24,"뿌까","후 신촌가서 냠냠"
2023-03-23 22:00:25,"원상이","친구랑 닭갈비 먹으셈"
2023-03-23 22:00:28,"Yeon","이모티콘"
2023-03-23 22:00:36,"Yeon","우리북가가"
2023-03-23 22:00:43,"Yeon","이렇게계획적 삶을"
2023-03-23 22:00:56,"뿌까","ㅋㅋㅋㅋㅋㅋ"
2023-03-23 22:00:58,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 22:01:01,"뿌까","사스가 p"
2023-03-23 22:01:12,"뿌까","나도 저거 계획적으로 보임"
2023-03-23 22:01:15,"뿌까","여기 이방"
2023-03-23 22:01:18,"뿌까","J 잇나? "
2023-03-23 22:01:23,"원상이","잇나?"
2023-03-23 22:01:25,"원상이","업을거같은데"
2023-03-23 22:01:33,"Yeon","업어"
2023-03-23 22:01:35,"뿌까","
ㄷ ㄷ "
2023-03-23 22:01:48,"원상이","에붕이는"
2023-03-23 22:01:51,"원상이","J일수 업는건가"
2023-03-23 22:01:59,"뿌까","완두"
2023-03-23 22:02:00,"뿌까","제이야"
2023-03-23 22:02:05,"Yeon","ㅋㅋ지랄"
2023-03-23 22:02:12,"Yeon"," 민정이한테"
2023-03-23 22:02:13,"뿌까","제이~ "
2023-03-23 22:02:14,"Yeon","한거아님"
2023-03-23 22:02:15,"Yeon","ㅋㅋㅋㅋ"
2023-03-23 22:02:22,"Yeon","미친 개웃겨버리노"
2023-03-23 22:02:30,"뿌까","샵검색: #이승기 j에게"
2023-03-23 22:02:39,"Yeon","지랄도 참 "
2023-03-23 22:02:48,"Yeon"," 색다르게치네"
2023-03-23 22:02:51,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 22:02:55,"Yeon"," 그런 제이면 제이 아니어도됨"
2023-03-23 22:03:02,"원상이","계획적으로"
2023-03-23 22:03:04,"원상이","자퇴하기"
2023-03-23 22:03:15,"Yeon","이 안닦기"
2023-03-23 22:03:27,"원상이","계획해서 방청소 안하기"
2023-03-23 22:03:33,"뿌까","약! "
2023-03-23 22:03:39,"원상이","오"
2023-03-23 22:03:41,"원상이","저녁 약 먹어야지"
2023-03-23 22:03:50,"뿌까","이모티콘"
2023-03-23 22:04:24,"원상이","ㄱㅅㄱㅅ"
2023-03-23 22:06:27,"원상이","아"
2023-03-23 22:06:28,"원상이","시발"
2023-03-23 22:06:31,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 22:06:35,"원상이","저녁약을 먹어야하는데"
2023-03-23 22:06:40,"원상이","아침약을 먹음"
2023-03-23 22:06:46,"원상이","병신"
2023-03-23 22:06:51,"원상이","이모티콘"
2023-03-23 22:07:01,"Yeon","게워 낼수 없음?"
2023-03-23 22:07:10,"Yeon"," 물마시고 웁웩"
2023-03-23 22:07:11,"Yeon"," 해"
2023-03-23 22:07:16,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 22:07:17,"원상이","ㄱㅊ"
2023-03-23 22:07:19,"원상이","먹어도 잘잠"
2023-03-23 22:07:27,"Yeon","라~고 할뻔"
2023-03-23 22:08:27,"뿌까","ㅋㅋㅋㅋ ㅋ ㅋ ㅋㅋ  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 22:09:03,"Yeon","하루종일 계획적이라"
2023-03-23 22:09:15,"Yeon"," 수상햇는데 이런 빅웃음을"
2023-03-23 22:10:09,"뿌까","아 나 카톡하기싫은데 자꾸 톡옴 "
2023-03-23 22:10:21,"뿌까","아 헤어진거 말하기싫은데"
2023-03-23 22:10:25,"뿌까","시발 "
2023-03-23 22:10:34,"Yeon","걍 "
2023-03-23 22:10:38,"Yeon","일찍 잔다고 해"
2023-03-23 22:10:38,"뿌까","2일 안읽씹햇는데"
2023-03-23 22:10:41,"Yeon","ㅇㅇ"
2023-03-23 22:10:49,"원상이","누구한테?"
2023-03-23 22:10:52,"뿌까","강아지
팔까"
2023-03-23 22:10:53,"원상이","친구?"
2023-03-23 22:10:55,"뿌까","친구"
2023-03-23 22:11:00,"원상이","ㅇㅇ 그냥"
2023-03-23 22:11:01,"원상이","핑계대자"
2023-03-23 22:11:09,"뿌까","몸 상태 안 좋아서 안댈거같다고 해야겟다"
2023-03-23 22:11:13,"뿌까","그애서 카톡 못봣엇다고"
2023-03-23 22:11:46,"원상이","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-03-23 22:23:45,"Yeon","저방가자"
2023-03-23 22:23:54,"Yeon","샵검색: #흙꼭두장군"
2023-03-23 22:24:04,"원상이","여기"
2023-03-23 22:24:05,"Yeon","시발 존나닮앗네"
2023-03-23 22:24:07,"원상이","서 얘기하자"
2023-03-23 22:24:39,"뿌까","흙꼭두장군"
2023-03-23 22:24:43,"뿌까","ㅋㅋ ㅋ ㅋㅋ ㅋㅋㅋ"
2023-03-23 22:25:49,"원상이","예전엔"
2023-03-23 22:25:52,"원상이","사람 만나는게 글케"
2023-03-23 22:26:01,"원상이","즐거운 느낌보단 부담이 잇엇는데"
2023-03-23 22:26:04,"뿌까","ㅇㅇ"
2023-03-23 22:26:14,"원상이","먼가 그땐 무슨 말 해야할지 그런것도 모르겟고"
2023-03-23 22:26:19,"원상이","그래서 걍 안만나고 집에서 겜햇는데"
2023-03-23 22:26:24,"원상이","요샌 사람들 만나는게 재밋는거같음"
